"unique_key","created_date","closed_date","agency","agency_name","complaint_type","descriptor","descriptor_2","location_type","incident_zip","incident_address","street_name","cross_street_1","cross_street_2","intersection_street_1","intersection_street_2","address_type","city","landmark","facility_type","status","due_date","resolution_description","resolution_action_updated_date","community_board","council_district","police_precinct","bbl","borough","x_coordinate_state_plane","y_coordinate_state_plane","open_data_channel_type","park_facility_name","park_borough","vehicle_type","taxi_company_borough","taxi_pick_up_location","bridge_highway_name","bridge_highway_direction","road_ramp","bridge_highway_segment","latitude","longitude","location"
"45282277","2019-12-31T19:40:00.000","2019-12-31T22:12:43.000","NYPD","New York City Police Department","Abandoned Vehicle","With License Plate",,"Street/Sidewalk","11212","BLAKE AVENUE","BLAKE AVENUE","BLAKE AVENUE","JUNIUS STREET","BLAKE AVENUE","JUNIUS STREET",,,,,"Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2019-12-31T22:12:45.000","16 BROOKLYN","42","Precinct 73",,"BROOKLYN","1011373","182202","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.66673758771265","-73.90223096142452","POINT (-73.902230961425 40.666737587713)"
"45278341","2019-12-31T19:38:58.000","2020-01-07T07:07:10.000","HPD","Department of Housing Preservation and Development","PAINT/PLASTER","CEILING","COLLAPSING OR FALLING","RESIDENTIAL BUILDING","10456","1229 CLAY AVENUE","CLAY AVENUE",,,,,"ADDRESS","BRONX",,,"Closed",,"The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.","2020-01-07T07:07:10.000","04 BRONX","16","Precinct 44","2024310026","BRONX","1009029","242662","PHONE","Unspecified","BRONX",,,,,,,,"40.832691765345125","-73.9104574878717","POINT (-73.910457487872 40.832691765345)"
"45283764","2019-12-31T19:38:18.000","2019-12-31T21:48:53.000","NYPD","New York City Police Department","Blocked Driveway","No Access",,,"10128","182 EAST   94 STREET","EAST   94 STREET","LEXINGTON AVENUE","3 AVENUE","LEXINGTON AVENUE","3 AVENUE",,"NEW YORK","EAST   94 STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2019-12-31T21:48:55.000","08 MANHATTAN","05","Precinct 19","1015220040","MANHATTAN","997855","224960","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.784128965309826","-73.9508722223971","POINT (-73.950872222397 40.78412896531)"
"45278628","2019-12-31T19:38:03.000","2019-12-31T20:31:17.000","NYPD","New York City Police Department","Blocked Driveway","Partial Access",,"Street/Sidewalk","11369","26-15 98 STREET","98 STREET","ASTORIA BOULEVARD","31 AVENUE","ASTORIA BOULEVARD","31 AVENUE",,"EAST ELMHURST","98 STREET",,"Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2019-12-31T20:31:19.000","03 QUEENS","21","Precinct 115","4013780071","QUEENS","1019924","216801","ONLINE","Unspecified","QUEENS",,,,,,,,"40.761673143447084","-73.87122425591383","POINT (-73.871224255914 40.761673143447)"
"45284112","2019-12-31T19:37:58.000","2020-01-02T16:59:56.000","HPD","Department of Housing Preservation and Development","HEAT/HOT WATER","ENTIRE BUILDING","NO HEAT","RESIDENTIAL BUILDING","10457","650 EAST  182 STREET","EAST  182 STREET",,,,,"ADDRESS","BRONX",,,"Closed",,"The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.","2020-01-02T16:59:56.000","06 BRONX","15","Precinct 48","2030820031","BRONX","1015097","249402","ONLINE","Unspecified","BRONX",,,,,,,,"40.85117197256866","-73.88849890840733","POINT (-73.888498908407 40.851171972569)"
"45282569","2019-12-31T19:37:39.000","2020-01-09T00:00:00.000","DOB","Department of Buildings","Special Projects Inspection Team (SPIT)","Illegal Hotel Rooms In Residential Building",,,"10031","469 WEST  140 STREET","WEST  140 STREET",,,,,"ADDRESS","NEW YORK",,"N/A","Closed",,"The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.","2020-01-09T00:00:00.000","09 MANHATTAN","09","Precinct 26","1020570033","MANHATTAN","998324","238669","UNKNOWN","Unspecified","MANHATTAN",,,,,,,,"40.821755667985556","-73.94914992293408","POINT (-73.949149922934 40.821755667986)"
"45281264","2019-12-31T19:36:39.000","2020-01-01T08:02:14.000","NYPD","New York City Police Department","Illegal Parking","Double Parked Blocking Traffic",,"Street/Sidewalk","11420","122-60 134 STREET","134 STREET","ROCKAWAY BOULEVARD","SUTTER AVENUE","ROCKAWAY BOULEVARD","SUTTER AVENUE",,"SOUTH OZONE PARK","134 STREET",,"Closed",,"The Police Department responded and upon arrival those responsible for the condition were gone.","2020-01-01T08:02:15.000","10 QUEENS","28","Precinct 106","4117570082","QUEENS","1038474","184989","PHONE","Unspecified","QUEENS",,,,,,,,"40.67426275828824","-73.80451904961419","POINT (-73.804519049614 40.674262758288)"
"45281059","2019-12-31T19:36:36.000","2020-01-02T09:42:27.000","TLC","Taxi and Limousine Commission","Lost Property","Bag/Wallet","Backpack",,"10011","165 WEST   23 STREET","WEST   23 STREET","AVENUE OF THE AMERICAS","7 AVENUE","AVENUE OF THE AMERICAS","7 AVENUE",,"NEW YORK","WEST   23 STREET",,"Closed",,"See notes for information.","2020-01-02T09:42:00.000","04 MANHATTAN","03","Precinct 13","1007990008","MANHATTAN","985767","210205","PHONE","Unspecified","MANHATTAN",,,"165 WEST   23 STREET, MANHATTAN (NEW YORK), NY, 10011",,,,,"40.743640637342615","-73.9945254286345","POINT (-73.994525428634 40.743640637343)"
"45284026","2019-12-31T19:35:34.000","2020-01-01T14:46:47.000","NYPD","New York City Police Department","Blocked Driveway","No Access",,,"11385","60-32 PALMETTO STREET","PALMETTO STREET","60 PLACE","FRESH POND ROAD","60 PLACE","FRESH POND ROAD",,"RIDGEWOOD","PALMETTO STREET",,"Closed",,"The Police Department responded and upon arrival those responsible for the condition were gone.","2020-01-01T14:46:50.000","05 QUEENS","30","Precinct 104","4035280032","QUEENS","1012005","197214","PHONE","Unspecified","QUEENS",,,,,,,,"40.70794009930112","-73.89989097968197","POINT (-73.899890979682 40.707940099301)"
"45280521","2019-12-31T19:34:45.000","2019-12-31T21:14:32.000","NYPD","New York City Police Department","Blocked Driveway","No Access",,"Street/Sidewalk","11435","139-15 87 AVENUE","87 AVENUE","139 STREET","143 STREET","139 STREET","143 STREET",,"JAMAICA","87 AVENUE",,"Closed",,"The Police Department responded and upon arrival those responsible for the condition were gone.","2019-12-31T21:14:36.000","08 QUEENS","24","Precinct 107","4097080078","QUEENS","1035409","196814","PHONE","Unspecified","QUEENS",,,,,,,,"40.70673782994828","-73.81547873629233","POINT (-73.815478736292 40.706737829948)"
"45284715","2019-12-31T19:33:56.000","2019-12-31T21:37:37.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party",,,"11210","2400 NOSTRAND AVENUE","NOSTRAND AVENUE","AVENUE J","AVENUE K","AVENUE J","AVENUE K",,"BROOKLYN","NOSTRAND AVENUE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2019-12-31T21:37:40.000","14 BROOKLYN","45","Precinct 70","3076110054","BROOKLYN","999034","167358","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.62602322459271","-73.9467413075762","POINT (-73.946741307576 40.626023224593)"
"45277871","2019-12-31T19:33:21.000","2019-12-31T22:27:23.000","NYPD","New York City Police Department","Traffic","Congestion/Gridlock",,"Street/Sidewalk","10033","BROADWAY","BROADWAY","BROADWAY","WEST  175 STREET","BROADWAY","WEST  175 STREET",,,,,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2019-12-31T22:27:27.000","12 MANHATTAN","10","Precinct 33",,"MANHATTAN","1001279","247574","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.84619211668759","-73.93845075414364","POINT (-73.938450754144 40.846192116688)"
"45282111","2019-12-31T19:32:55.000","2019-12-31T19:47:31.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party",,"Residential Building/House","11203","4822 CHURCH AVENUE","CHURCH AVENUE","EAST   48 STREET","EAST   49 STREET","EAST   48 STREET","EAST   49 STREET",,"BROOKLYN","CHURCH AVENUE",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2019-12-31T19:47:34.000","17 BROOKLYN","45","Precinct 67","3046960009","BROOKLYN","1003109","176698","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.65165178312647","-73.9320352034183","POINT (-73.932035203418 40.651651783126)"
"45281187","2019-12-31T19:32:19.000","2019-12-31T22:16:15.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party",,"Residential Building/House","11433","169-28 110 ROAD","110 ROAD","169 STREET","MERRICK BOULEVARD","169 STREET","MERRICK BOULEVARD",,"JAMAICA","110 ROAD",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2019-12-31T22:16:16.000","12 QUEENS","27","Precinct 113","4102007501","QUEENS","1044428","192511","ONLINE","Unspecified","QUEENS",,,,,,,,"40.69487039565448","-73.78298740641576","POINT (-73.782987406416 40.694870395654)"
"45280335","2019-12-31T19:32:18.000","2019-12-31T20:54:55.000","NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Talking",,"Street/Sidewalk","10472","1210 BEACH AVENUE","BEACH AVENUE","GLEASON AVENUE","WESTCHESTER AVENUE","GLEASON AVENUE","WESTCHESTER AVENUE",,"BRONX","BEACH AVENUE",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2019-12-31T20:55:01.000","09 BRONX","18","Precinct 43","2037640011","BRONX","1021327","241861","MOBILE","Unspecified","BRONX",,,,,,,,"40.83045018662338","-73.86602136528577","POINT (-73.866021365286 40.830450186623)"
"45280369","2019-12-31T19:32:00.000","2020-01-03T00:00:00.000","DSNY","Department of Sanitation","Request Large Bulky Item Collection","Request Large Bulky Item Collection",,"Sidewalk","11215","409 7 AVENUE","7 AVENUE","13 STREET","14 STREET",,,"ADDRESS","BROOKLYN",,,"Closed",,,"2020-01-03T00:00:00.000","06 BROOKLYN","39","Precinct 78","3011000008","BROOKLYN","988772","181312","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.66433512623794","-73.98370034363094","POINT (-73.983700343631 40.664335126238)"
"45282586","2019-12-31T19:31:45.000","2020-01-10T18:16:42.000","NYPD","New York City Police Department","Illegal Parking","Blocked Sidewalk",,"Street/Sidewalk","11234","2169 SCHENECTADY AVENUE","SCHENECTADY AVENUE","AVENUE M","AVENUE N","AVENUE M","AVENUE N",,"BROOKLYN","SCHENECTADY AVENUE",,"Closed",,"The Police Department responded and upon arrival those responsible for the condition were gone.","2020-01-10T18:16:45.000","18 BROOKLYN","46","Precinct 63","3078720010","BROOKLYN","1003733","164868","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.61917960897014","-73.92982056512946","POINT (-73.929820565129 40.61917960897)"
"45283707","2019-12-31T19:31:40.000","2020-01-02T16:42:26.000","HPD","Department of Housing Preservation and Development","HEAT/HOT WATER","ENTIRE BUILDING","NO HOT WATER","RESIDENTIAL BUILDING","10467","3215 KOSSUTH AVENUE","KOSSUTH AVENUE",,,,,"ADDRESS","BRONX",,,"Closed",,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.","2020-01-02T16:42:26.000","07 BRONX","11","Precinct 52","2033260149","BRONX","1016685","259505","ONLINE","Unspecified","BRONX",,,,,,,,"40.87889592901341","-73.88270995422457","POINT (-73.882709954225 40.878895929013)"
"45283585","2019-12-31T19:31:40.000","2019-12-31T22:09:00.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party",,"Residential Building/House","10030","137 EDGECOMBE AVENUE","EDGECOMBE AVENUE","WEST  141 STREET","WEST  142 STREET","WEST  141 STREET","WEST  142 STREET",,"NEW YORK","EDGECOMBE AVENUE",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2019-12-31T22:09:02.000","09 MANHATTAN","09","Precinct 30","1020510013","MANHATTAN","999465","238461","MOBILE","Unspecified","MANHATTAN",,,,,,,,"40.82118287522514","-73.94502790462121","POINT (-73.945027904621 40.821182875225)"
"45279933","2019-12-31T19:31:33.000","2020-01-01T06:05:14.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party",,"Residential Building/House","11230","984 EAST   15 STREET","EAST   15 STREET","AVENUE I","AVENUE J","AVENUE I","AVENUE J",,"BROOKLYN","EAST   15 STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2020-01-01T06:05:20.000","14 BROOKLYN","44","Precinct 70","3067070040","BROOKLYN","994932","167266","MOBILE","Unspecified","BROOKLYN",,,,,,,,"40.625776599737804","-73.96151872067756","POINT (-73.961518720678 40.625776599738)"
"45278519","2019-12-31T19:31:33.000",,"DSNY","Department of Sanitation","Graffiti","Graffiti",,"Comercial","10011","175 EIGHTH AVENUE","EIGHTH AVENUE",,,,,"ADDRESS","NEW YORK",,"N/A","Open","2020-02-29T15:53:21.000","The graffiti on this property has been scheduled to be removed by the City.","2020-01-30T15:53:21.000","04 MANHATTAN","03","Precinct 10","1007420039","MANHATTAN","984154","209883","UNKNOWN","Unspecified","MANHATTAN",,,,,,,,"40.74275695732465","-74.00034644158205","POINT (-74.000346441582 40.742756957325)"
"45283188","2019-12-31T19:31:00.000","2020-01-01T15:26:32.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party",,"Residential Building/House","10467","2280 OLINVILLE AVENUE","OLINVILLE AVENUE","THWAITES PLACE","WARING AVENUE","THWAITES PLACE","WARING AVENUE",,"BRONX","OLINVILLE AVENUE",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2020-01-01T15:26:36.000","11 BRONX","15","Precinct 49","2043420010","BRONX","1020613","252469","PHONE","Unspecified","BRONX",,,,,,,,"40.85956896855719","-73.86854389289176","POINT (-73.868543892892 40.859568968557)"
"45281380","2019-12-31T19:30:07.000","2019-12-31T21:01:57.000","NYPD","New York City Police Department","Blocked Driveway","No Access",,"Street/Sidewalk","11223","1957 EAST    4 STREET","EAST    4 STREET","KINGS HIGHWAY","AVENUE S","KINGS HIGHWAY","AVENUE S",,"BROOKLYN","EAST    4 STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2019-12-31T21:02:03.000","15 BROOKLYN","47","Precinct 61","3066810359","BROOKLYN","992926","158903","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.60282408544185","-73.96875596322224","POINT (-73.968755963222 40.602824085442)"
"45280615","2019-12-31T19:30:05.000","2020-01-02T16:34:10.000","HPD","Department of Housing Preservation and Development","HEAT/HOT WATER","ENTIRE BUILDING","NO HEAT","RESIDENTIAL BUILDING","10455","526 TINTON AVENUE","TINTON AVENUE",,,,,"ADDRESS","BRONX",,,"Closed",,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.","2020-01-02T16:34:10.000","01 BRONX","08","Precinct 40","2025820034","BRONX","1010135","235194","PHONE","Unspecified","BRONX",,,,,,,,"40.81219105854694","-73.90648960775535","POINT (-73.906489607755 40.812191058547)"
"45282254","2019-12-31T19:30:00.000","2020-01-01T19:20:00.000","DEP","Department of Environmental Protection","Water System","Dirty Water (WE)","WE",,"11204","2067 70 STREET","70 STREET","20 AVE","21 AVE",,,"ADDRESS","BROOKLYN",,,"Closed",,"The Department of Environmental Protection investigated this complaint and opened fire hydrants to flush water mains in the area.","2020-01-01T19:20:00.000","11 BROOKLYN","47","Precinct 62","3061630050","BROOKLYN","987737","162559","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.61286261764438","-73.98744071719395","POINT (-73.987440717194 40.612862617644)"
"45280358","2019-12-31T19:30:00.000","2020-01-10T16:00:54.000","DOT","Department of Transportation","Sidewalk Condition","Blocked - Construction","N/A","Sidewalk","11432","181-25 MIDLAND PARKWAY","MIDLAND PARKWAY","GRAND CENTRAL PARKWAY","SURREY PLACE","GRAND CENTRAL PARKWAY","SURREY PLACE",,"JAMAICA","MIDLAND PARKWAY",,"Closed",,"The Department of Transportation has determined that this issue is not within its jurisdiction. It has been referred to the Department of Sanitation.","2020-01-10T16:00:59.000","08 QUEENS","24","Precinct 107","4072440079","QUEENS","1043911","201956","ONLINE","Unspecified","QUEENS",,,,,,,,"40.72079810930413","-73.78476810476911","POINT (-73.784768104769 40.720798109304)"
"45280570","2019-12-31T19:30:00.000","2020-01-02T10:00:00.000","DEP","Department of Environmental Protection","Sewer","Catch Basin Sunken/Damaged/Raised (SC1)","SC1",,"10314","396 ARLENE STREET","ARLENE STREET","PAULDING AVE","SOMMER AVE",,,"ADDRESS","STATEN ISLAND",,,"Closed",,"The Department of Environmental Protection has investigated this complaint and has performed repair work.","2020-01-02T10:00:00.000","02 STATEN ISLAND","50","Precinct 121","5022310001","STATEN ISLAND","938305","160860","PHONE","Unspecified","STATEN ISLAND",,,,,,,,"40.60808078791499","-74.16547039243542","POINT (-74.165470392435 40.608080787915)"
"45282054","2019-12-31T19:29:22.000","2020-01-02T17:26:33.000","HPD","Department of Housing Preservation and Development","HEAT/HOT WATER","APARTMENT ONLY","NO HEAT","RESIDENTIAL BUILDING","10456","1450 CLAY AVENUE","CLAY AVENUE",,,,,"ADDRESS","BRONX",,,"Closed",,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.","2020-01-02T17:26:33.000","04 BRONX","16","Precinct 44","2028879100","BRONX","1009951","244590","PHONE","Unspecified","BRONX",,,,,,,,"40.83798093029536","-73.9071183221272","POINT (-73.907118322127 40.837980930295)"
"45281243","2019-12-31T19:29:00.000","2020-01-07T00:00:00.000","DSNY","Department of Sanitation","Request Large Bulky Item Collection","Request Large Bulky Item Collection",,"Sidewalk","11429","113-05 207 STREET","207 STREET","113 AVENUE","MURDOCK AVENUE",,,"ADDRESS","Queens Village",,,"Closed",,,"2020-01-07T00:00:00.000","13 QUEENS","27","Precinct 105","4110030150","QUEENS","1054073","195476","PHONE","Unspecified","QUEENS",,,,,,,,"40.702937755010836","-73.74817525753504","POINT (-73.748175257535 40.702937755011)"
"45283031","2019-12-31T19:28:43.000","2020-01-01T18:27:29.000","HPD","Department of Housing Preservation and Development","HEAT/HOT WATER","ENTIRE BUILDING","NO HOT WATER","RESIDENTIAL BUILDING","10458","384 EAST  194 STREET","EAST  194 STREET",,,,,"ADDRESS","BRONX",,,"Closed",,"The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.","2020-01-01T18:27:29.000","07 BRONX","15","Precinct 52","2032760005","BRONX","1014700","253831","MOBILE","Unspecified","BRONX",,,,,,,,"40.86332962016092","-73.88991380335999","POINT (-73.88991380336 40.863329620161)"
"45279272","2019-12-31T19:28:33.000","2020-01-13T15:11:53.000","DOT","Department of Transportation","Sidewalk Condition","Broken Sidewalk","4 + Residential Units/Commercial","Sidewalk","10314","255 AUBURN AVENUE","AUBURN AVENUE","CAMBRIDGE AVENUE","DEAD END","CAMBRIDGE AVENUE","DEAD END",,"STATEN ISLAND","AUBURN AVENUE",,"Closed",,"The request submitted did not have sufficient information for the Department of Transportation to respond.","2020-01-13T15:11:55.000","01 STATEN ISLAND","50","Precinct 121","5015070001","STATEN ISLAND","942467","162531","MOBILE","Unspecified","STATEN ISLAND",,,,,,,,"40.61268793492727","-74.15049136697777","POINT (-74.150491366978 40.612687934927)"
"45279255","2019-12-31T19:28:28.000","2020-01-01T08:01:43.000","NYPD","New York City Police Department","Abandoned Vehicle","With License Plate",,"Street/Sidewalk","11385","78-43 78 STREET","78 STREET","78 AVENUE","MYRTLE AVENUE","78 AVENUE","MYRTLE AVENUE",,"RIDGEWOOD","78 STREET",,"Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2020-01-01T08:01:48.000","05 QUEENS","30","Precinct 104","4038270058","QUEENS","1019719","195700","ONLINE","Unspecified","QUEENS",,,,,,,,"40.70375697072386","-73.87207549912108","POINT (-73.872075499121 40.703756970724)"
"45284617","2019-12-31T19:28:00.000","2020-01-04T00:00:00.000","DSNY","Department of Sanitation","Request Large Bulky Item Collection","Request Large Bulky Item Collection",,"Sidewalk","11419","114-03 LIBERTY AVENUE","LIBERTY AVENUE","114 STREET","115 STREET",,,"ADDRESS","South Richmond Hill",,,"Closed",,,"2020-01-04T00:00:00.000","10 QUEENS","28","Precinct 106","4095190029","QUEENS","1031819","189133","PHONE","Unspecified","QUEENS",,,,,,,,"40.685675338412025","-73.8284814282137","POINT (-73.828481428214 40.685675338412)"
"45279680","2019-12-31T19:27:57.000","2019-12-31T19:27:57.000","DOT","Department of Transportation","Street Condition","Pothole",,,"11374","65 ROAD","65 ROAD","65 AVENUE","SAUNDERS STREET",,,"BLOCKFACE","Rego Park",,,"Closed",,"The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.","2019-12-31T19:27:57.000","06 QUEENS","29","Precinct 112",,"QUEENS","1023495","204564","UNKNOWN","Unspecified","QUEENS",,,,,,,,"40.72807055563698","-73.8584051102983","POINT (-73.858405110298 40.728070555637)"
"45278280","2019-12-31T19:27:37.000","2019-12-31T20:18:24.000","NYPD","New York City Police Department","Noise - Residential","Banging/Pounding",,,"10463","2831 EXTERIOR STREET","EXTERIOR STREET","WEST  225 STREET","BEND","WEST  225 STREET","BEND",,"BRONX","EXTERIOR STREET",,"Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2019-12-31T20:18:27.000","08 BRONX","14","Precinct 50","2032650001","BRONX","1010183","257950","PHONE","Unspecified","BRONX",,,,,,,,"40.87464943705974","-73.90622820500106","POINT (-73.906228205001 40.87464943706)"
"45284716","2019-12-31T19:27:22.000","2019-12-31T20:40:11.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party",,,"10468","2490 DAVIDSON AVENUE","DAVIDSON AVENUE","WEST FORDHAM ROAD","WEST  190 STREET","WEST FORDHAM ROAD","WEST  190 STREET",,"BRONX","DAVIDSON AVENUE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2019-12-31T20:40:14.000","07 BRONX","14","Precinct 52","2032000011","BRONX","1011504","253994","PHONE","Unspecified","BRONX",,,,,,,,"40.86378745115691","-73.90146766169238","POINT (-73.901467661692 40.863787451157)"
"45284007","2019-12-31T19:27:00.000","2020-02-05T11:30:00.000","DOT","Department of Transportation","Street Light Condition","Street Light Out","Location Type: Intersection",,"11373","86-10 55 AVENUE","55 AVENUE","SEABURY ST","VAN HORN ST","55 AVENUE","VAN HORN STREET","INTERSECTION","Elmhurst",,,"Closed",,"Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.","2020-02-05T11:30:00.000","04 QUEENS","25","Precinct 110","4028670005","QUEENS","1017964","206682","UNKNOWN","Unspecified","QUEENS",,,,,,,,"40.73390675134213","-73.87835016738238","POINT (-73.878350167382 40.733906751342)"
"45281024","2019-12-31T19:26:48.000","2019-12-31T20:22:12.000","NYPD","New York City Police Department","Illegal Parking","Posted Parking Sign Violation",,"Street/Sidewalk","11106","34-05 12 STREET","12 STREET","34 AVENUE","35 AVENUE","34 AVENUE","35 AVENUE",,"ASTORIA","12 STREET",,"Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2019-12-31T20:22:14.000","01 QUEENS","26","Precinct 114","4005230002","QUEENS","1001679","217663","MOBILE","Unspecified","QUEENS",,,,,,,,"40.7640939040762","-73.93708265390595","POINT (-73.937082653906 40.764093904076)"
"45280101","2019-12-31T19:26:14.000","2020-01-02T17:12:32.000","HPD","Department of Housing Preservation and Development","HEAT/HOT WATER","ENTIRE BUILDING","NO HOT WATER","RESIDENTIAL BUILDING","10468","2760 CRESTON AVENUE","CRESTON AVENUE",,,,,"ADDRESS","BRONX",,,"Closed",,"The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.","2020-01-02T17:12:32.000","07 BRONX","14","Precinct 52","2033150032","BRONX","1013811","256078","ONLINE","Unspecified","BRONX",,,,,,,,"40.869499969584076","-73.89311789888107","POINT (-73.893117898881 40.869499969584)"
"45282141","2019-12-31T19:26:00.000","2020-01-01T09:35:00.000","DEP","Department of Environmental Protection","Water System","Dirty Water (WE)","WE",,"10460","2133 DALY AVENUE","DALY AVENUE","E 181 ST","BRONX PARK S",,,"ADDRESS","BRONX",,,"Closed",,"The Department of Environmental Protection investigated this complaint and opened fire hydrants to flush water mains in the area.","2020-01-01T09:35:00.000","06 BRONX","15","Precinct 48","2031250030","BRONX","1017180","247350","PHONE","Unspecified","BRONX",,,,,,,,"40.84553232023086","-73.88097968056886","POINT (-73.880979680569 40.845532320231)"
"45281848","2019-12-31T19:25:35.000","2020-01-07T16:54:46.000","HPD","Department of Housing Preservation and Development","GENERAL","BELL/BUZZER/INTERCOM","BROKEN OR MISSING","RESIDENTIAL BUILDING","11221","620 GATES AVENUE","GATES AVENUE",,,,,"ADDRESS","BROOKLYN",,,"Closed",,"The Department of Housing Preservation and Development inspected the following conditions. Violations were previously issued for these conditions. Information about specific violations is available at www.nyc.gov/hpd.","2020-01-07T16:54:46.000","03 BROOKLYN","36","Precinct 79","3018160001","BROOKLYN","1000828","189721","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.68740156471134","-73.94022353007654","POINT (-73.940223530077 40.687401564711)"
"45282068","2019-12-31T19:25:33.000","2019-12-31T21:28:48.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party",,"Residential Building/House","10027","204 ST NICHOLAS AVENUE","ST NICHOLAS AVENUE","WEST  120 STREET","WEST  121 STREET","WEST  120 STREET","WEST  121 STREET",,"NEW YORK","ST NICHOLAS AVENUE",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2019-12-31T21:28:49.000","10 MANHATTAN","09","Precinct 28","1019260007","MANHATTAN","997300","233280","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.80696594301987","-73.95286016425491","POINT (-73.952860164255 40.80696594302)"
"45277717","2019-12-31T19:24:24.000","2020-01-01T13:11:52.000","NYPD","New York City Police Department","Blocked Driveway","No Access",,"Street/Sidewalk","11368","111-19 37 AVENUE","37 AVENUE","111 STREET","112 STREET","111 STREET","112 STREET",,"CORONA","37 AVENUE",,"Closed",,"The Police Department reviewed your complaint and provided additional information below.","2020-01-01T13:11:54.000","03 QUEENS","21","Precinct 115","4017550059","QUEENS","1024028","214119","PHONE","Unspecified","QUEENS",,,,,,,,"40.75429423632745","-73.85642556010936","POINT (-73.856425560109 40.754294236327)"
"45283032","2019-12-31T19:23:41.000","2020-01-02T17:12:32.000","HPD","Department of Housing Preservation and Development","HEAT/HOT WATER","ENTIRE BUILDING","NO HOT WATER","RESIDENTIAL BUILDING","10468","2760 CRESTON AVENUE","CRESTON AVENUE",,,,,"ADDRESS","BRONX",,,"Closed",,"The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.","2020-01-02T17:12:32.000","07 BRONX","14","Precinct 52","2033150032","BRONX","1013811","256078","ONLINE","Unspecified","BRONX",,,,,,,,"40.869499969584076","-73.89311789888107","POINT (-73.893117898881 40.869499969584)"
