"the_geom","boro","unitid","point_x","point_y","cb","latitude","longitude"
"POINT (-73.90897179626144 40.698122420960004)","3","H322476","1009491.082","193634.396","304","40.69812393","-73.90897369"
"POINT (-73.96256706091751 40.70890892072436)","3","H306960","994628.049","197553.343","301","40.70890808","-73.96257019"
"POINT (-73.87011124929533 40.87538749123635)","2","H205283","1020170.897","258231.668","212","40.8753891","-73.87010956"
"POINT (-74.020056487546 40.647390270290316)","3","H300656","978684.332","175138.749","307","40.64738846","-74.02005768"
"POINT (-73.7628309225809 40.69054614555078)","4","H404156","1050021.68325","190950.059","412","40.69054794","-73.76283264"
"POINT (-74.17023143011954 40.55456291472693)","5","H505768","936945.14675","141364.686","503","40.55456161","-74.17023468"
"POINT (-73.75954975849292 40.70866771796216)","4","H401298","1050913.49","197554.74225","412","40.70866776","-73.759552"
"POINT (-73.85599009745309 40.7151279433494)","4","H430904","1024172.106","199849.72","406","40.71512604","-73.85598755"
"POINT (-73.73100791878996 40.69526245165467)","4","H403473","1058841.53","192693.837","413","40.69526291","-73.73101044"
"POINT (-73.84333418156923 40.69720635792115)","4","H424938","1027692.225","193326.38","409","40.69720459","-73.84333038"
"POINT (-73.9063659334182 40.64180449636824)","3","H328897","1010235.59","173116.95","318","40.64180374","-73.90636444"
"POINT (-73.79175638774365 40.728786618227694)","4","H421262","1041966.97425","204861.78475","408","40.72878647","-73.79175568"
"POINT (-74.00546963833064 40.57650344798641)","3","H312683","982730.56475","149312.2415","313","40.57650375","-74.00547028"
"POINT (-73.8677064744758 40.826170821782554)","2","H209758","1020863.021","240301.178","209","40.82617188","-73.8677063"
"POINT (-73.93133363817114 40.58528968533089)","3","H327934","1003322.624","152520.715","315","40.585289","-73.93133545"
"POINT (-73.9045524688643 40.843615796406816)","2","H203076","1010658.752","246643.769","204","40.84361649","-73.90455627"
"POINT (-73.97528356367178 40.674589628631416)","3","H305174","991106.006","185048.567","306","40.67459106","-73.97528076"
"POINT (-73.9573226165119 40.70078172154767)","3","H306123","996083.481","194593.026","301","40.70078278","-73.95732117"
"POINT (-73.89398691515746 40.66948391315039)","3","H326343","1013658.844","183205.238","305","40.66948318","-73.89398956"
"POINT (-73.86760811640329 40.74646487443977)","4","H432507","1020934.13175","211261.6485","404","40.74646378","-73.86760712"
"POINT (-74.19643505197052 40.514215328515306)","5","H504815","929630.587","126680.388","503","40.51421356","-74.19643402"
"POINT (-73.96380733497078 40.6161949362261)","3","H319404","994298.147","163774.891","312","40.61619568","-73.96380615"
"POINT (-74.00448939979593 40.61305106052117)","3","H308119","983003.552","162627.451","311","40.61305237","-74.00448608"
"POINT (-74.20531938917868 40.531931836251765)","5","H502140","927175.401","133140.57","503","40.53193283","-74.20532227"
"POINT (-73.98623901420495 40.60247897597854)","3","H313046","988071.239","158776.035","311","40.60247897","-73.98623901"
"POINT (-73.84789445640942 40.724310982105685)","4","H430522","1026410.55","203199.171","406","40.72431183","-73.84789276"
"POINT (-73.84377394225363 40.79082381194393)","4","H434105","1027509.453","227433.937","407","40.79082489","-73.84377289"
"POINT (-73.75188818865665 40.67462277138808)","4","H406000","1053072.744","185157.142","413","40.67462158","-73.75188446"
"POINT (-73.92485714902871 40.814549230787904)","2","H202269","1005049.869","236048.286","201","40.81454849","-73.92485809"
"POINT (-73.991316201897 40.60964705842642)","3","H312918","986661.114","161387.372","311","40.60964584","-73.99131775"
"POINT (-73.87430901471822 40.66259223133166)","3","H329668","1019121.244","180701.626","305","40.66259384","-73.87430573"
"POINT (-73.89368979890145 40.65911949097353)","3","H329903","1013745.849","179429.29","305","40.65911865","-73.89369202"
"POINT (-73.78184477927404 40.59434631928506)","4","H416377","1044836.06075","155888.243","414","40.59434509","-73.78184509"
"POINT (-73.90491337792571 40.679637611200064)","3","H322449","1010623.745","186901.039","316","40.67963761","-73.90491338"
"POINT (-73.73886736920555 40.72545261331785)","4","H400213","1056629.321","203686.382","413","40.72545242","-73.73886871"
"POINT (-74.15170381592935 40.60842828119417)","5","H503635","942127.68375","160979.69475","502","40.60842896","-74.15170288"
"POINT (-73.7765872908253 40.74543201761109)","4","H420426","1046155.778","210936.568","411","40.74543381","-73.77658844"
"POINT (-74.00737961750494 40.66026593119694)","3","H300819","982202.554","179829.158","307","40.66026688","-74.00737762"
"POINT (-73.91566163214918 40.713609389364514)","4","H436551","1007630.635","199274.904","405","40.71360779","-73.91566467"
"POINT (-73.82241009632389 40.667039608336886)","4","H421538","1033516.587","182346.853","410","40.66703796","-73.82241058"
"POINT (-73.7339807462893 40.76372061645535)","4","H418995","1057941.424","217632.649","411","40.76372147","-73.73397827"
"POINT (-73.80448490744702 40.597274555456224)","4","H416630","1038546.075","156940.225","414","40.59727478","-73.80448151"
"POINT (-73.94441314153231 40.67455421825148)","3","H315868","999669.052","185039.591","308","40.67455292","-73.94441223"
